Date,GSPC,AAPL,ACN,ADBE,ADSK,AEO,AFL,AIZ,ALK,ALKS,AMED,AMG,AMGN,AMRC,AMZN,ANET,APPN,ARLO,ASML,ATLC,ATVI,ATW,BAMXF,BAND,BB,BBBY,BBY,BCPC,BDX,BEBE,BHC,BIIB,BJRI,BKNG,BUD,BWA,CASY,CBOE,CGNX,CLB,CLNE,CME,CMG,CMI,CNI,COST,CPRT,CRI,CRTO,CRUS,CRWD,CSTE,CSX,CTAS,CTSH,CUB,CVS,CWBHF,CX,CXW,DAKT,DAR,DASTY,DBI,DDD,DIS,DISCK,DLB,DNOW,DXCM,EA,EBAY,ECL,ENSG,EPC,ERJ,F,FB,FDX,FEYE,FHI,FICO,FTNT,FVRR,GILD,GLW,GME,GMED,GNRC,GOOG,GOOGL,GPS,GRMN,H,HA,HAIN,HAS,HCA,HEI,HGGGQ,HQY,HRC,HUBS,IART,IBKR,IDCC,IDXX,IIVI,ILMN,INTU,IRBT,IT,ITC,JBLU,JD,JEF,JKHY,JWN,KMI,KMT,KMX,LFUS,LH,LKQ,LOPE,LQDT,LUV,MA,MAR,MASI,MCK,MCO,MINI,MKC,MKL,MMM,MORN,MSM,MTCH,MTH,MTN,MYL,NATI,NBIX,NCR,NDAQ,NEWR,NFLX,NICE,NKE,NOV,NOW,NTDOY,NTGR,NTUS,NUAN,NUE,NVDA,NVO,NVTA,NXGN,NYT,ODFL,OII,OKTA,OLLI,OSPN,PAC,PAYC,PCAR,PEGA,PII,PINS,POST,PYPL,QGEN,RCL,RGP,RGS,RH,RHI,ROL,ROP,RPM,RST,SAFM,SAFT,SAM,SBUX,SCHW,SEDG,SEIC,SFIX,SHOP,SHW,SINA,SIVB,SLAB,SMG,SNPS,SPB,SQ,SQM,SSD,STMP,STRA,SWIR,T,TCS,TDC,TDG,TECH,THC,TLK,TLND,TMUS,TNC,TPR,TREX,TRIP,TSCO,TSLA,TTD,TTMI,TVTY,TWLO,TXRH,TXT,UA,UAA,UHAL,ULTA,UMPQ,UNH,UNP,URBN,VALU,VRNS,WAB,WAL,WB,WDAY,WETF,WEX,WIX,WM,WORK,WPRT,WSM,WSO,WU,XPO,ZBRA,ZM,ZNGA,ZS
10/1/2009,-0.019762001,0.016994832,,-0.003026695,,,-0.029246136,,,,,,,,0.27260065,,,,,,-0.125907838,,0.035714261,,,-0.062067111,0.021454644,,,,,,,-0.048426086,,0.001982802,,,,,,,,,-0.015309319,0.011417168,-0.031315869,,,,,,,-0.086440059,,-0.120597978,,,-0.19659461,,,,0.037533442,,,-0.003277412,,0.098193488,,,-0.042519681,-0.05635605,,,-0.082454054,-0.117262614,,,-0.033634516,,,,,,,,-0.082357363,,,,,,,,,,-0.009996595,,,,,,,-0.105710155,-0.194262745,-0.112262502,,,-0.244705929,,,,,,,-0.091019326,,,,,,,0.048554066,,,-0.067829457,,,,,-0.013769828,0.15737,-0.164746709,,,,0.050659096,-0.007851994,,-0.101477788,,,-0.033659044,,,,,0.157678153,,,-0.049617272,,-0.005068138,-0.00653945,,,,-0.204258207,,,-0.008932942,,,,,,-0.180592992,,,-0.007954958,,,,,,,,0.012309585,,,,,,,,,0.016707346,,-0.080871726,-0.094516786,,-0.11229681,,,-0.051861697,-0.015015807,,-0.0962036,,,,,,,,,,,,0.013081359,,,,,,,,0.001518703,,,,,,-0.113339146,0.049608355,,,,,,,,,0.03634168,,,,,,,,,,,,,,,,,-0.039640111,,,,,
11/2/2009,0.057364062,0.060530281,,0.064966699,,,0.116426541,0.026292096,,,,,,,0.143927332,,,,,,0.05170807,,-0.041987875,,,0.061062189,0.121791766,,,,,,,0.356993501,,-0.003627956,,,,,,,,,0.090381249,0.053826068,0.007771215,,,,,,,0.014445439,,0.003169259,,,0.087668778,,,,-0.009474641,,,0.104128288,,0.066285376,,,-0.074013187,0.098787639,,,-0.074420973,0.003950716,,,0.161782929,,,,,,,,0.004940242,,,,,,,,,,0.087275593,,,,,,,0.072036739,0.057463983,0.157101034,,,-0.099065364,,,,,,,-0.042278921,,,,,,,0.059079693,,,-0.145530146,,,,,0.058016158,-0.014837615,0.04896539,,,,-0.09133698,0.066202465,,-0.02247807,,,0.073374458,,,,,0.096913006,,,0.076881294,,-0.020057345,0.088864529,,,,0.091973064,,,-0.025073881,,,,,,0.082236842,,,-0.006567938,,,,,,,,0.115807796,,,,,,,,,0.076090915,,0.153846241,0.060662889,,0.002289697,,,0.072988286,0.210484066,,0.007875847,,,,,,,,,,,,0.05093257,,,,,,,,0.053988305,,,,,,0.019665683,0.06778607,,,,,,,,,0.104816865,,,,,,,,,,,,,,,,,0.015409865,,,,,
12/1/2009,0.017770571,0.054124366,,0.048460573,,,0.004779809,-0.035655756,,,,,,,-0.010227356,,,,,,-0.024582852,,-0.035570545,,,0.033458134,-0.07547504,,,,,,,0.020035537,,0.099635869,,,,,,,,,0.037938613,-0.012351852,0.129549661,,,,,,,-0.071911669,,0.071223492,,,0.046944092,,,,-0.006086965,,,0.079480966,,0.067307341,,,0.050917731,-0.038414235,,,0.087682237,0.115441399,0.124859969,,-0.010618845,,,,,,,,-0.101188135,,,,,,,,,,0.081281814,,,,,,,,0.046662481,0.116435604,,,0.060857538,,,,,,,0.105483671,,,,,,,0.025767503,,,0.225060827,,,,,0.007739727,0.153680437,-0.073635963,,,,0.042709421,0.023964968,,0.084127874,,,0.032246236,,,,,-0.060378614,,,0.024872324,,-0.031189033,0.092695196,,,,0.430322128,,,0.06090468,,,,,,-0.045592705,,,-0.021845152,,,,,,,,0.101193154,,,,,,,,,0.017125013,,0.052967723,0.026731793,,0.005661897,,,0.013313812,-0.001767521,,0.145631092,,,,,,,,,,,,0.072696282,,,,,,,,0.05343,,,,,,0.111861138,0.068142108,,,,,,,,,0.063132221,,,,,,,,,,,,,,,,,0.024878267,,,,,
1/4/2010,-0.036974246,-0.088596587,,-0.121805332,,,0.047134915,0.0661464,,,,,,,-0.06772227,,,,,,-0.08550851,,-0.063666241,,,0.002331117,-0.071210986,,,,,,,-0.105581235,,0.056291675,,,,,,,,,-0.081493921,-0.02940681,-0.078099399,,,,,,,-0.036823892,,0.046916539,,,-0.222504166,,,,0.012248372,,,-0.083720929,,0.05447317,,,-0.082816801,-0.02167438,,,-0.094321137,-0.039801167,0.083999528,,-0.061114231,,,,,,,,-0.098906026,,,,,,,,,,-0.041018537,,,,,,,,-0.102708702,-0.066641898,,,0.195893057,,,,,,,-0.06137037,,,,,,,-0.049973252,,,0.049652433,,,,,-0.058880045,0.029477967,-0.002838718,,,,-0.022341936,-0.077122065,,0.158303104,,,-0.002037064,,,,,0.12996925,,,-0.072352118,,0.170355547,-0.048409423,,,,-0.176124287,,,-0.179299304,,,,,,0.265923567,,,-0.006616826,,,,,,,,-0.158341195,,,,,,,,,-0.033949722,,-0.055073416,-0.028161353,,0.01084462,,,0.027574877,-0.199645861,,-0.126911924,,,,,,,,,,,,-0.110085937,,,,,,,,-0.045168144,,,,,,-0.102341717,-0.069792857,,,,,,,,,0.082677364,,,,,,,,,,,,,,,,,-0.01644625,,,,,
2/1/2010,0.028513689,0.065396296,,0.072755513,,,0.027166126,-0.024187053,,,,,,,-0.055896673,,,,,,0.060526957,,-0.044314266,,,0.075193446,-0.004093087,,,,,,,0.160532378,,0.067540554,,,,,,,,,0.054676464,0.064902701,0.056872038,,,,,,,0.006717345,,-0.11677331,,,0.040261111,,,,-0.00345696,,,0.05719112,,0.058414462,,,0.018427407,0,,-0.025161891,0.044143988,0.034385289,0.083025985,,0.081812285,,,,,,,,-0.129994913,,,,,,,,,,0.171195105,,,,,,,,0.083647838,0.034691221,,,-0.010084465,,,,,,,0.063143757,,,,,,,0.031082983,,,0.163670766,,,,,0.007650134,-0.031424345,-0.032740162,,,,-0.067921757,0.055105281,,-0.044662798,,,0.080551344,,,,,0.061044155,,,0.062836089,,-0.029512955,0.228197661,,,,0.052631482,,,0.110593717,,,,,,-0.003773585,,,-0.016425633,,,,,,,,-0.045912668,,,,,,,,,0.072708191,,0.051399567,0.004537716,,-0.005646585,,,0.006121599,0.04590708,,0.075757501,,,,,,,,,,,,0.090096571,,,,,,,,0.044724305,,,,,,-0.174879227,-0.119577909,,,,,,,,,0.026060691,,,,,,,,,,,,,,,,,-0.148866954,,,,,
3/1/2010,0.058796426,0.148470106,,0.020779133,,,0.097877099,0.126474896,,,,,,,0.146706095,,,,,,0.133584173,,0.131010759,,,0.051670558,0.165479492,,,,,,,0.124784933,,0.019220429,,,,,,,,,0.15597337,-0.02066613,-0.002242152,,,,,,,0.13352164,,0.046429047,,,0.067991651,-0.07196225,,,0.026886265,,,0.11747772,,0.101370285,,,0.125452351,0.171589673,,0.039572606,0.083002725,0.091074823,0.070698547,,0.103335446,,,,,,,,,,,,,,,,,,0.069871182,,,,,,,,-0.062681327,0.086160274,,,0.071035297,,,,-0.022988506,,,0.045071623,,,,,,,0.032737704,,,-0.061788618,,,,,0.111073464,0.11758085,0.139808719,,,,0.091713658,0.113012439,,-0.018232773,,,0.054711615,,,,,0.116426895,,,-0.064328625,,0.263941328,0.029585829,,,,0.074074124,,,0.078692508,,,,,,0.041666667,,,0.226025372,,,,,,,,0.123239822,,,,,,,0.080909136,,0.014270657,,0.059362304,0.020753558,,0.247586488,,,0.067844857,-0.003437361,,0.049075683,,,,,,,,,,,,-0.052476255,,,,,,,,0.086757789,,,,,,0.039812646,0.069906791,,,,,,,,,-0.035145046,,,,,,,,,,,,,,,,,0.078763446,,,,,
4/1/2010,0.01475923,0.111021303,,-0.050042439,,,-0.061337605,0.059627362,,,,,,,0.009795993,,,,,,-0.080497891,,0.054230069,,,0.050274561,0.073374153,,,,,,,0.027647012,,0.135149073,,,,,,,,,-0.013203799,-0.010550949,0.00252809,,,,,,,-0.029893221,,0.036389186,,,0.163565256,0.043302941,,,0.106418913,,,0.055285273,0.134988167,0.1712976,,,0.038049402,-0.118279561,,0.005210792,-0.026450137,0.012120878,0.035799228,,-0.03629532,,,,,,,,,,,,,,,,,,0.008550028,,,,,,,,0.061919356,-0.006819873,,,0.075321333,,,,-0.211294118,,,0.020153072,,,,,,,0.037775737,,,-0.014731369,,,,,-0.013846304,-0.169075782,0.072950208,,,,-0.022458084,0.078182023,,0.132381,,,0.036881914,,,,,0.341198824,,,0.085017181,,0.006002716,0.036781578,,,-0.0013224,-0.097126464,,,0.04182938,,,,,,-0.214545455,,,0.073373008,,,,,,,,-0.083594691,,,,,,,0.086627372,,-0.010087921,,0.074892112,0.032102466,,0.022303447,,,0.153516702,-0.026266862,,0.014264737,,,,,,,,,,,,0.006230564,,,,,,,,0.05642724,,,,,,0.222972973,0.013690168,,,,,,,,,-0.071384697,,,,,,,,,,,,,,,,,0.076061586,,,,,
5/3/2010,-0.081975842,-0.016124617,,-0.045237979,,,-0.125355201,-0.043166156,,,,,,,-0.084901579,,,,,,-0.029783591,,-0.054365851,,,-0.023716699,-0.07183642,,,,,,,-0.270520844,,-0.140286244,,,,,,,,,-0.040474827,-0.010661749,0.005884001,,,,,,,-0.046221564,,-0.024926066,,,-0.088384004,-0.039575377,,,-0.121374041,,,-0.09283415,-0.049131273,-0.039435686,,,-0.147651095,-0.099663582,,0.050116046,-0.080360004,-0.095514865,-0.099078191,,-0.072436407,,,,,,,,,,,,,,,,,,0.046663476,,,,,,,,-0.022157372,-0.056740208,,,0.005020296,,,,-0.14797136,,,-0.133939275,,,,,,,-0.0376734,,,0.166226913,-0.05614555,,,,0.080079857,-0.166653303,-0.037304248,,,,0.038077093,-0.050467861,,-0.100925227,,,-0.065412656,,,,,0.123862482,,,-0.133999627,,-0.130071778,-0.160753875,,,-0.050088207,-0.16359002,,,-0.077643777,,,,,,-0.016975309,,,-0.116856519,,,,,,,,-0.079817793,,,,,,,0.015866873,,-0.020043693,,-0.003464313,-0.150232422,,-0.060997697,,,-0.013898429,0.018256076,,-0.060392929,,,,,,-0.140335489,,,,,,0.098727245,,,,,,,,-0.015329187,,,,,,0.065377532,-0.129527371,,,,,,,,,-0.040910799,,,,,,,,,,,,,,,,,-0.125479372,,,,,
6/1/2010,-0.053882442,-0.020827102,,-0.176122246,,,-0.036794358,0,,,,,,,-0.129124798,,,,,,-0.024185818,,0.060109241,,,-0.173612442,-0.198580023,,,,,,,-0.076480491,,0.002147459,,,,,,,,,0.00479178,-0.058712216,-0.002506964,,,,,,,-0.078077142,,0,,,-0.107109775,-0.041205907,,,0.058251613,,,-0.05745077,-0.025519849,-0.050295495,,,-0.127801328,-0.084072968,,-0.091240492,-0.105178882,-0.033345684,-0.140664958,,-0.159020371,,,,,,,,,,,,,,,,,,0.023661242,,,,,,,,-0.010137131,-0.054022921,,,0.035442387,,,,-0.019607843,,,-0.109945254,,,,,,,-0.003438738,,,-0.022624434,-0.106541195,,,,-0.038060276,-0.02829257,0.017499968,,,,-0.128688493,-0.020873831,,-0.23854061,,,-0.01273627,,,,,-0.022492199,,,-0.130247002,,0.022496694,-0.214442924,,,-0.102955628,-0.222983054,,,-0.01267085,,,,,,-0.031397174,,,-0.027560461,,,,,,,,-0.157372747,,,,,,,-0.125333371,,0.024633198,0.021195972,-0.061413575,-0.132191066,,-0.030091759,,,-0.09708998,-0.056462431,,-0.107197865,,,,,,-0.159822065,,,,,,-0.045710737,,,,,,,,-0.107731832,,,,,,-0.178910977,-0.159379408,,,,,,,,,-0.018947223,,,,,,,,,,,,,,,,,-0.062355091,,,,,
7/1/2010,0.06877785,0.022741054,,0.086643927,,,0.152800445,0.074639781,,,,,,,0.078985876,,,,,,0.132506958,,0.111340362,,,0.021574886,0.02787675,,,,,,,0.27110005,,0.174611337,,,,,,,,,0.097420552,0.034287503,0.017592851,,,,,,,0.103880106,,0.113798461,,,-0.023784967,0.025681576,,,0.084506901,,,0.06952397,0.111542257,0.012442349,,,0.106250074,0.066292874,,0.089588173,0.223548346,0.25871119,0.26686506,,0.17743548,,,,,,,,,,,,,,,,,,0.031758274,,,,,,,,-0.003012033,0.105305642,,,0.029864531,,,,-0.142857143,,,0.132239904,,,,,,,-0.031453153,,,0.047839506,0.084608038,,,,-0.064621653,0.18222845,0.052825237,,,,0.060677712,-0.000837297,,0.079852514,,,0.003775857,,,,,-0.056143546,,,0.184154882,,-0.055272356,0.345291379,,,0.022466125,-0.099902452,,,-0.052940158,,,,,,0.032414911,,,0.149234299,,,,,,,,,,,,,,,-0.06663759,,0.058887107,0.028317333,0.022633821,0.043018328,,-0.057956616,,,-0.000578474,0.213272871,,-0.012574013,,,,,,0.05491197,,,,,,0.043307054,,,,,,,,0.011491318,,,,,,0.078947368,0.194630872,,,,,,,,,0.072182786,,,,,,,,,,,,,,,,,0.088531437,,,,,
8/2/2010,-0.047449184,-0.055004501,,-0.035515252,,,-0.033774347,-0.015189594,,,,,,,0.058868463,,,,,,-0.101010094,,-0.031354503,,,-0.050422533,-0.094345059,,,,,,,0.298930565,,-0.004787753,,,,,,,,,-0.030967192,-0.0000782,-0.093029638,,,,,,,-0.036659153,,-0.055250017,,,-0.179025448,0.140009799,,,-0.076852642,,,-0.034134892,-0.016870331,-0.12683188,,,-0.043942341,0.11095179,,-0.075555283,0.024869736,-0.059916484,-0.115896646,,-0.054512289,,,,,,,,,,,,,,,,,,-0.042467544,,,,,,,,-0.021752098,-0.094173497,,,-0.043274658,,,,-0.223333333,,,-0.03349894,,,,,,,-0.004932858,,,-0.052282769,-0.082572294,,,,-0.073167211,-0.098077205,-0.169778081,,,,-0.1031045,-0.115498964,,0.015927247,,,-0.092567435,,,,,0.223988328,,-0.049429583,-0.039070384,,-0.013064483,-0.1197,,-0.112659016,-0.0602965,0.015234096,,,0.020575276,,,,,,-0.06122449,,,-0.103728059,,,,,,,,,,,,,,,-0.203919785,,0.053220388,-0.052624019,-0.07038821,-0.133839917,,-0.077163557,,,0.023073396,0.00093504,,-0.047690388,,,,,,-0.145405145,,,,,,0.029559844,,,,,,,,-0.030565648,,,,,,-0.196097561,-0.122191011,,,,,,,,,0.041707633,,,,,,,,,,,,,,,,,-0.033887843,,,,,
9/1/2010,0.087551103,0.167214889,,-0.055956713,,,0.094391427,0.113238319,,,,,,,0.258191104,,,,,,0.013108775,,0.339781634,,,0.206839296,0.300732601,,,,,,,0.19507336,,0.205497939,,,,,,,,,0.053337266,0.141415832,-0.002420575,,,,,,,0.080815819,,0.068342194,,,0.096774199,0.106230518,,,0.213340203,,,0.017209746,0.129881598,0.025081294,,,0.080105159,0.050365589,,0.081820909,0.066296551,0.148016927,0.084145106,,0.097057769,,,,,,,,,,,,,,,,,,0.102825059,,,0.31005291,,,,,0.063001565,0.197815185,,,0.147120591,,,,0,,,0.106322802,,,,,,,0.080005464,,,0.243978244,0.182805202,,,,0.064254795,0.181646193,0.078004124,,,,0.101606866,0.212474732,,0.098544227,,,0.132847539,,,,,0.291905626,,0.162260118,0.184765461,,-0.09681497,0.278882563,,0.067576723,0.048661835,0.251875673,,,0.188819902,,,,,,0.086956522,,,0.174963291,,,,,,,,,,,,,,,0.245017658,,0.030154508,0.017653386,0.111836134,0.089341493,,0.149152031,,,0.067632546,0.181223774,,-0.039066519,,,,,,0.169691609,,,,,,0.177764161,,,,,,,,0.203463129,,,,,,0.188106796,-0.0688,,,,,,,,,0.11095459,,,,,,,,,,,,,,,,,0.130812603,,,,,
10/1/2010,0.036855994,0.06072252,,0.076481836,,,0.080835596,-0.028501256,,,,,,,0.052018325,,,,,,0.059149478,,0.017869905,,,0.011287693,0.056538717,,,,,,,0.0817305,,0.066324959,,,,,,,,,0.011871274,-0.023527236,0.026994237,,,,,,,-0.002903735,,0.067892239,,,0.031764836,0.040113389,,,0.048970002,,,0.091540654,0.01859136,0.085724452,,,-0.037690033,0.223770587,,,0.112301045,0.016202957,0.154412185,,0.025964657,,,,,,0.114012686,,,,,,,,,,,,0.044780198,,,-0.069466842,,,,,0.087739795,0.133738636,,,0.103861787,,,,-0.13304721,,,0.076206874,,,,,,,0.036848145,,,-0.00062461,0.052792822,,,,0.067983271,0.083266633,0.136244847,,,,0.095601445,0.076303193,,-0.066768702,,,0.064605079,,,,,0.070362563,,0.016221167,0.208904704,,0.03044879,0.140688689,,0.004475699,0.000523536,0.029109837,,,-0.030915203,,,,,,0.229230769,,,0.064589573,,,,,,,,,,,,,,,0.08992467,,0.105663823,0.070584609,0.11780843,0.108632829,,0.088987533,,,-0.028878838,0.113088113,,0.088676666,,,,,,0.035086176,,,,,,0.020746887,,,,,,,,0.163873812,,,,,,0.070480082,-0.099656357,,,,,,,,,0.026772908,,,,,,,,,,,,,,,,,-0.004527365,,,,,
11/1/2010,-0.00229025,0.033789596,,-0.012433428,,,-0.073460865,-0.103873978,,,,,,,0.061550555,,,,,,0.024433014,,0.064606965,,,-0.003644601,-0.00604934,,,,,,,0.045752475,,0.075387574,,,,,,,,,-0.012812436,0.077106844,0.047844064,,,,,,,-0.008928289,,0.047280334,,,0.030786747,-0.059213171,,,-0.108582455,,,0.010517537,-0.087146628,0.026102473,,,-0.058117454,-0.02411241,,,-0.058705413,0.009358658,0.128096381,,0.040217346,,-0.038883931,,,,-0.079909389,,,,,,,,,,,,0.030486172,,,0.088107592,,,,,-0.021901683,-0.014894001,,,0.106978418,,,,-0.01980198,,,0.021242761,,,,,,,0.008730927,,,-0.033125,-0.031976802,,,,-0.028814784,-0.004650522,0.036718457,,,,0.03256882,0.056199664,,0.036045879,,,-0.015023339,,,,,0.186264981,,0.057588147,0.140067104,,0.060653097,0.031483232,,0.125397936,-0.012558834,0.132279205,,,0.003578983,,,,,,0.08135169,,,0.053172781,,,,,,,,,,,,,,,-0.093304536,,0.018416321,0.140941536,0.075971538,-0.020938796,,0.019412823,,,0.021443691,0.137122525,,0.064661601,,,,,,-0.026711894,,,,,,0.043953226,,,,,,,,0.130799637,,,,,,0.267175573,-0.079198473,,,,,,,,,0.013037747,,,,,,,,,,,,,,,,,0.002842492,,,,,
12/1/2010,0.06530004,0.036669858,,0.10719432,,,0.095728173,0.092146888,,,,,,,0.026225805,,,,,,0.059625185,,0.031662012,,,0.123685192,-0.193805792,,,,,,,0.01395762,,0.199204402,,,,,,,,,0.043599923,0.068037487,0.05270575,,,,,,,0.04523357,,0.033311553,,,0.1847345,0.037681266,,,0.116265483,,,0.038627588,0.033230078,0.053879099,,,0.098591493,-0.044955379,,,0.035658408,0.026379782,0.053324798,,0.020741707,,0.103754161,,,,-0.007122595,,,,,,,,,,,,-0.0100709,,,-0.164339809,,,,,0.073763313,0.259147182,,,0.053559565,,,,0.252525253,,,0.134087826,,,,,,,0.071802988,,,-0.091790562,-0.025150827,,,,0.10140823,-0.010808484,0.089651349,,,,0.053964085,0.075656837,,0.17026896,,,0.103165465,,,,,-0.146673151,,0.005990467,0.099215371,,0.065395785,0.059786078,,0.028280513,0.170638893,0.13152112,,,0.087482482,,,,,,-0.059027778,,,0.070223639,,,,,,,,,,,,,,,0.010957551,,0.019440348,0.164177228,0.04853,0.13838997,,0.057979321,,,0.129163268,0.07497662,,0.083333333,,,,,,0.194820173,,,,,,0.001703578,,,,,,,,-0.019156509,,,,,,0.123493976,0.156476684,,,,,,,,,-0.007967836,,,,,,,,,,,,,,,,0.046623734,0.056708351,,,,,
1/3/2011,0.022645574,0.051959521,,0.07374912,,,0.020379126,,,,,,,,-0.057555561,,,,,,-0.09244372,,-0.015345083,,,-0.023397469,-0.008457052,,,,,,,0.072506575,,-0.068546111,,,,,,,,,0.021513738,-0.005124118,0.050870147,,,,,,,0.003576485,,0.033934171,,,,-0.009976024,,,0.029403984,,,0.036256709,-0.074407145,-0.104947483,,,,0.090909011,,,-0.002194734,0.122448781,-0.050029861,,-0.028921634,,0.034772539,,,,0.059050282,,,,,,,,,,,,-0.060271371,,,-0.125059708,,,,,-0.09259224,0.158810808,,,0.094726808,,,,-0.048387097,,,0.114461805,,,,,,,0.022634282,,,0.015658363,-0.087056632,,,,0.068059373,0.106631374,0.038090311,,,,0.006405296,-0.078016395,,0.034234143,,,0.124070082,,,,,0.218440518,,-0.034418115,0.098884643,,-0.061381681,0.028800427,,0.118261833,0.047694802,0.553246503,,,0.143511937,,,,,,-0.068880689,,,-0.014824101,,,,,,,,,,,,,,,-0.113572107,,-0.002724859,-0.053423012,-0.018674307,0.054938608,,-0.026902252,,,0.011701001,0.238738739,,-0.033463711,,,,,,-0.034463174,,,,,,0.04446069,,,,,,,,-0.022057553,,,,,,0.065683646,0.072580645,,,,,,,,,0.136803951,,,,,,,,,,,,,,,,0.002553524,0.09208426,,,,,
2/1/2011,0.031956564,0.040934864,,0.043872951,,,0.027669393,,,,,,,,0.021516117,,,,,,-0.015057582,,0.055844058,,,0.003124832,-0.051764798,,,,,,,0.059180474,,0.15148358,,,-0.109444722,,,,,,0.079086724,0.043924583,0.070318471,,,,,,,0.002138448,,0.032000024,,,,0.00120949,,,-0.02780234,,,0.125289499,0.121024735,-0.152931602,,,,0.103755135,,,-0.081248162,0.032121385,-0.056426428,,-0.003321441,,0.026917965,,,,0.015632651,,,,,,,,,,,,0.01837209,,,-0.190398254,,,,,-0.0445272,-0.01121516,,,0.000865388,,,,-0.097457627,,,0.01875763,,,,,,,0.002446813,,,0.126138753,-0.001688134,,,,0.057108603,0.090239757,0.112524708,,,,0.098465104,0.063267129,,0.124128925,,,0.107344229,,,,,-0.034613215,,0.079412908,0.076725567,,0.074780064,-0.053391022,,-0.082144643,0.044652489,-0.052675539,,,0.00075171,,,,,,0.184940555,,,-0.110563382,,,,,,,,,,,,,,,-0.20467832,,0.021887147,0.031218731,0.050178416,0.054291558,,-0.006047352,,,-0.02657635,-0.041994158,,0.020683498,,,,,,-0.027562956,,,,,,0.112351658,,,,,,,0.012118244,0.015344905,,,,,,0.103144717,0.167084378,,,,,,,,,0.037271932,,,,,,,,,,,,,,,,0.029655629,0.0843194,,,,,
3/1/2011,-0.001047313,-0.013306521,,-0.03884058,,,-0.103295933,,,,,,,,0.039471477,,,,,,0.001464776,,0.028905198,,,0.002491983,-0.109181138,,,,,,,0.115801526,,0.026800645,,,0.015203284,,,,,,0.031971921,-0.019655064,0.03142109,,,,,,,0.076813607,,0.147097963,,,,-0.017713653,,,0.008618269,,,-0.014860411,-0.07512477,-0.026893368,,,,-0.073709427,,,0.064791222,-0.006237028,-0.009302211,,0.040636134,,-0.029390285,,,,0.089533614,,,,,,,,,,,,0.043207269,,,-0.097708895,,,,,0.028478908,0.002100295,,,0.00965415,,,,-0.084507042,,,0.13311212,,,,,,,0.02219017,,,0.111387741,0.068076163,,,,-0.00290038,0.063009212,0.056288489,,,,-0.005112608,0.083558048,,-0.065091053,,,0.052681964,,,,,0.150529805,,-0.137618326,-0.00239538,,-0.065739626,-0.010975656,,0.04769562,-0.032857709,-0.185348461,,,0.04755848,,,,,,0.530657748,,,0.044484531,,,,,,,,,,,,,,,-0.11697861,,-0.041770662,-0.002154676,0.120376017,-0.049551811,,0.037809664,,,0.022771569,0.310640426,,-0.048237949,,,,,,0.018320037,,,,,,0.060225868,,-0.00139484,,,,,0.034194448,-0.049820133,,,,,,0.035347717,0.100214746,,,,,,,,,0.064586101,,,,,,,,,,,,,,0.196515994,,0.07943669,-0.052289087,,,,,
4/1/2011,0.02849538,0.004648591,,0.011761128,,,0.064607681,,,,,,,,0.087048202,,,,,,0.037374647,,0.12384948,,,0.162834278,0.092418222,,,,,,,0.080108222,,-0.030744074,,,0.107256697,,,,,,0.028696442,0.10324564,0.047311332,,,,,,,0.025429212,,-0.059478335,,,,0.020081795,,,0.057483401,,,0.000231952,0.120704345,0.017272979,,,,0.107925176,,,0.061270147,-0.036201801,0.037558517,,0.02266189,,-0.036261798,,,,-0.08547224,,,,,,,,,,,,0.006534044,,,-0.076923077,,,,,0.103839433,-0.02775651,,0.16281403,0.012987056,,,,-0.138461538,,,0.029834704,,,,,,,0.047107393,,,0.088465841,-0.069675367,,,,0.050094437,0.154232153,0.037052418,,,,-0.012516725,0.048730572,,-0.00911724,,,-0.074763467,,,,,-0.021490454,,0.087450638,-0.032547051,,-0.117071662,0.286991413,,0.05882347,0.020425549,0.083423092,,,0.076553871,,,,,,-0.101238165,,,0.014324007,,,,,,,,,,,,,,,0.065859198,,0.015397624,0.017706747,-0.020298133,0.015529485,,-0.064489088,,,-0.020240557,0.258875175,,0.008562902,,,,,,-0.048249845,,,,,,0.102958519,,0.085486857,,,,,-0.024263261,0.149308466,,,,,,0.052863491,0.100845804,,,,,,,,,0.089159549,,,,,,,,,,,,,,0.15104636,,0.025232404,0.023110497,,,,,
